# z, h, chi
7.757757757757757666e+00 1.441437011601721707e+01 6.154188076044171794e+03
7.767767767767767673e+00 1.443902933842321623e+01 6.156268195919486971e+03
7.777777777777777679e+00 1.446370284258849281e+01 6.158344765333590658e+03
7.787787787787787686e+00 1.448839062007445300e+01 6.160417794341472472e+03
7.797797797797797692e+00 1.451309266245851504e+01 6.162487292958430771e+03
7.807807807807807698e+00 1.453780896133412170e+01 6.164553271160286386e+03
7.817817817817817705e+00 1.456253950831065147e+01 6.166615738883581798e+03
7.827827827827827711e+00 1.458728429501334567e+01 6.168674706025772139e+03
7.837837837837837718e+00 1.461204331308330495e+01 6.170730182445427090e+03
7.847847847847847724e+00 1.463681655417740402e+01 6.172782177962426431e+03
7.857857857857857731e+00 1.466160400996823832e+01 6.174830702358147391e+03
7.867867867867867737e+00 1.468640567214408854e+01 6.176875765375669289e+03
7.877877877877877744e+00 1.471122153240885488e+01 6.178917376719953609e+03
7.887887887887887750e+00 1.473605158248201441e+01 6.180955546058045002e+03
7.897897897897897757e+00 1.476089581409856422e+01 6.182990283019251365e+03
7.907907907907907763e+00 1.478575421900897879e+01 6.185021597195337563e+03
7.917917917917917769e+00 1.481062678897914608e+01 6.187049498140714604e+03
7.927927927927927776e+00 1.483551351579031596e+01 6.189073995372617901e+03
7.937937937937937782e+00 1.486041439123907715e+01 6.191095098371304630e+03
7.947947947947947789e+00 1.488532940713727903e+01 6.193112816580221079e+03
7.957957957957957795e+00 1.491025855531198019e+01 6.195127159406200917e+03
7.967967967967967802e+00 1.493520182760542880e+01 6.197138136219638909e+03
7.977977977977977808e+00 1.496015921587496855e+01 6.199145756354670993e+03
7.987987987987987815e+00 1.498513071199304392e+01 6.201150029109358002e+03
7.997997997997997821e+00 1.501011630784709894e+01 6.203150963745859372e+03
8.008008008008008716e+00 1.503511599533955767e+01 6.205148569490615955e+03
8.018018018018018722e+00 1.506012976638777978e+01 6.207142855534519185e+03
8.028028028028028729e+00 1.508515761292398594e+01 6.209133831033093884e+03
8.038038038038038735e+00 1.511019952689524359e+01 6.211121505106665609e+03
8.048048048048048742e+00 1.513525550026338173e+01 6.213105886840537096e+03
8.058058058058058748e+00 1.516032552500498198e+01 6.215086985285161063e+03
8.068068068068068754e+00 1.518540959311130045e+01 6.217064809456310286e+03
8.078078078078078761e+00 1.521050769658824287e+01 6.219039368335246763e+03
8.088088088088088767e+00 1.523561982745629706e+01 6.221010670868890884e+03
8.098098098098098774e+00 1.526074597775050812e+01 6.222978725969989682e+03
8.108108108108108780e+00 1.528588613952041619e+01 6.224943542517286005e+03
8.118118118118118787e+00 1.531104030483000500e+01 6.226905129355682220e+03
8.128128128128128793e+00 1.533620846575768404e+01 6.228863495296403926e+03
8.138138138138138800e+00 1.536139061439620868e+01 6.230818649117166387e+03
8.148148148148148806e+00 1.538658674285266414e+01 6.232770599562338248e+03
8.158158158158158813e+00 1.541179684324840338e+01 6.234719355343098869e+03
8.168168168168168819e+00 1.543702090771899194e+01 6.236664925137607497e+03
8.178178178178178825e+00 1.546225892841419025e+01 6.238607317591155152e+03
8.188188188188188832e+00 1.548751089749790211e+01 6.240546541316328330e+03
8.198198198198198838e+00 1.551277680714809470e+01 6.242482604893166354e+03
8.208208208208208845e+00 1.553805664955680754e+01 6.244415516869319617e+03
8.218218218218218851e+00 1.556335041693008137e+01 6.246345285760206025e+03
8.228228228228228858e+00 1.558865810148790310e+01 6.248271920049162873e+03
8.238238238238238864e+00 1.561397969546418629e+01 6.250195428187608741e+03
8.248248248248248871e+00 1.563931519110671609e+01 6.252115818595189921e+03
8.258258258258258877e+00 1.566466458067709411e+01 6.254033099659935033e+03
8.268268268268268884e+00 1.569002785645072784e+01 6.255947279738411453e+03
8.278278278278278890e+00 1.571540501071675422e+01 6.257858367155870837e+03
8.288288288288288896e+00 1.574079603577800945e+01 6.259766370206402826e+03
8.298298298298298903e+00 1.576620092395099526e+01 6.261671297153080559e+03
8.308308308308308909e+00 1.579161966756582736e+01 6.263573156228114385e+03
8.318318318318318916e+00 1.581705225896618572e+01 6.265471955632994650e+03
8.328328328328328922e+00 1.584249869050928794e+01 6.267367703538639944e+03
8.338338338338338929e+00 1.586795895456584127e+01 6.269260408085545350e+03
8.348348348348348935e+00 1.589343304352000708e+01 6.271150077383923417e+03
8.358358358358358942e+00 1.591892094976933691e+01 6.273036719513849675e+03
8.368368368368368948e+00 1.594442266572476008e+01 6.274920342525408159e+03
8.378378378378378954e+00 1.596993818381053210e+01 6.276800954438831468e+03
8.388388388388388961e+00 1.599546749646418320e+01 6.278678563244644465e+03
8.398398398398398967e+00 1.602101059613649170e+01 6.280553176903800704e+03
8.408408408408408974e+00 1.604656747529143246e+01 6.282424803347827947e+03
8.418418418418418980e+00 1.607213812640614847e+01 6.284293450478966406e+03
8.428428428428428987e+00 1.609772254197091002e+01 6.286159126170300624e+03
8.438438438438438993e+00 1.612332071448905069e+01 6.288021838265908627e+03
8.448448448448449000e+00 1.614893263647696742e+01 6.289881594580986530e+03
8.458458458458459006e+00 1.617455830046405296e+01 6.291738402901996778e+03
8.468468468468469013e+00 1.620019769899264617e+01 6.293592270986790936e+03
8.478478478478479019e+00 1.622585082461803552e+01 6.295443206564755201e+03
8.488488488488489025e+00 1.625151766990839164e+01 6.297291217336935915e+03
8.498498498498499032e+00 1.627719822744470690e+01 6.299136310976177811e+03
8.508508508508509038e+00 1.630289248982081318e+01 6.300978495127254064e+03
8.518518518518519045e+00 1.632860044964327884e+01 6.302817777406997266e+03
8.528528528528529051e+00 1.635432209953142646e+01 6.304654165404433115e+03
8.538538538538539058e+00 1.638005743211727250e+01 6.306487666680905022e+03
8.548548548548549064e+00 1.640580644004547750e+01 6.308318288770208710e+03
8.558558558558559071e+00 1.643156911597330705e+01 6.310146039178718638e+03
8.568568568568569077e+00 1.645734545257063530e+01 6.311970925385513510e+03
8.578578578578579084e+00 1.648313544251984908e+01 6.313792954842508152e+03
8.588588588588589090e+00 1.650893907851585851e+01 6.315612134974574474e+03
8.598598598598599096e+00 1.653475635326603310e+01 6.317428473179672437e+03
8.608608608608609103e+00 1.656058725949017685e+01 6.319241976828969200e+03
8.618618618618619109e+00 1.658643178992046430e+01 6.321052653266969173e+03
8.628628628628629116e+00 1.661228993730145476e+01 6.322860509811634074e+03
8.638638638638639122e+00 1.663816169439002479e+01 6.324665553754505709e+03
8.648648648648649129e+00 1.666404705395530783e+01 6.326467792360827843e+03
8.658658658658659135e+00 1.668994600877870838e+01 6.328267232869669897e+03
8.668668668668669142e+00 1.671585855165383094e+01 6.330063882494046084e+03
8.678678678678679148e+00 1.674178467538646586e+01 6.331857748421035467e+03
8.688688688688689155e+00 1.676772437279452888e+01 6.333648837811900194e+03
8.698698698698699161e+00 1.679367763670804692e+01 6.335437157802208276e+03
8.708708708708709167e+00 1.681964445996910129e+01 6.337222715501946368e+03
8.718718718718719174e+00 1.684562483543183831e+01 6.339005517995641640e+03
8.728728728728729180e+00 1.687161875596235916e+01 6.340785572342476371e+03
8.738738738738739187e+00 1.689762621443875901e+01 6.342562885576403460e+03
8.748748748748749193e+00 1.692364720375104881e+01 6.344337464706262836e+03
8.758758758758759200e+00 1.694968171680113045e+01 6.346109316715895147e+03
8.768768768768769206e+00 1.697572974650277189e+01 6.347878448564259998e+03
8.778778778778779213e+00 1.700179128578155741e+01 6.349644867185543262e+03
8.788788788788789219e+00 1.702786632757485563e+01 6.351408579489274416e+03
8.798798798798799226e+00 1.705395486483180179e+01 6.353169592360435672e+03
8.808808808808809232e+00 1.708005689051325149e+01 6.354927912659580215e+03
8.818818818818819238e+00 1.710617239759173813e+01 6.356683547222930429e+03
8.828828828828829245e+00 1.713230137905146222e+01 6.358436502862505222e+03
8.838838838838839251e+00 1.715844382788823808e+01 6.360186786366215529e+03
8.848848848848849258e+00 1.718459973710944411e+01 6.361934404497980722e+03
8.858858858858859264e+00 1.721076909973405833e+01 6.363679363997833207e+03
8.868868868868869271e+00 1.723695190879253758e+01 6.365421671582033014e+03
8.878878878878879277e+00 1.726314815732684593e+01 6.367161333943166028e+03
8.888888888888889284e+00 1.728935783839040496e+01 6.368898357750259493e+03
8.898898898898899290e+00 1.731558094504804401e+01 6.370632749648881145e+03
8.908908908908909297e+00 1.734181747037598242e+01 6.372364516261249264e+03
8.918918918918919303e+00 1.736806740746181532e+01 6.374093664186338174e+03
8.928928928928929309e+00 1.739433074940443547e+01 6.375820199999980105e+03
8.938938938938939316e+00 1.742060748931404035e+01 6.377544130254967058e+03
8.948948948948949322e+00 1.744689762031210023e+01 6.379265461481163584e+03
8.958958958958959329e+00 1.747320113553127996e+01 6.380984200185596819e+03
8.968968968968969335e+00 1.749951802811547807e+01 6.382700352852569267e+03
8.978978978978979342e+00 1.752584829121973797e+01 6.384413925943754293e+03
8.988988988988989348e+00 1.755219191801022305e+01 6.386124925898299807e+03
8.998998998998999355e+00 1.757854890166422024e+01 6.387833359132928308e+03
9.009009009009009361e+00 1.760491923537009384e+01 6.389539232042037838e+03
9.019019019019019368e+00 1.763130291232721092e+01 6.391242550997799299e+03
9.029029029029029374e+00 1.765769992574596969e+01 6.392943322350256494e+03
9.039039039039039380e+00 1.768411026884776405e+01 6.394641552427425268e+03
9.049049049049049387e+00 1.771053393486490535e+01 6.396337247535391725e+03
9.059059059059059393e+00 1.773697091704061890e+01 6.398030413958405916e+03
9.069069069069069400e+00 1.776342120862903684e+01 6.399721057958984602e+03
9.079079079079079406e+00 1.778988480289513063e+01 6.401409185778001302e+03
9.089089089089089413e+00 1.781636169311469686e+01 6.403094803634786331e+03
9.099099099099099419e+00 1.784285187257433591e+01 6.404777917727222302e+03
9.109109109109109426e+00 1.786935533457141290e+01 6.406458534231835074e+03
9.119119119119119432e+00 1.789587207241400435e+01 6.408136659303891975e+03
9.129129129129129439e+00 1.792240207942092312e+01 6.409812299077491843e+03
9.139139139139139445e+00 1.794894534892163307e+01 6.411485459665662347e+03
9.149149149149149451e+00 1.797550187425625978e+01 6.413156147160450018e+03
9.159159159159159458e+00 1.800207164877552657e+01 6.414824367633012116e+03
9.169169169169169464e+00 1.802865466584076515e+01 6.416490127133710303e+03
9.179179179179179471e+00 1.805525091882385169e+01 6.418153431692201593e+03
9.189189189189189477e+00 1.808186040110719262e+01 6.419814287317525668e+03
9.199199199199199484e+00 1.810848310608368550e+01 6.421472699998201279e+03
9.209209209209209490e+00 1.813511902715671553e+01 6.423128675702311739e+03
9.219219219219219497e+00 1.816176815774009867e+01 6.424782220377594058e+03
9.229229229229229503e+00 1.818843049125807454e+01 6.426433339951528978e+03
9.239239239239239510e+00 1.821510602114523891e+01 6.428082040331431926e+03
9.249249249249249516e+00 1.824179474084658636e+01 6.429728327404533957e+03
9.259259259259259522e+00 1.826849664381741079e+01 6.431372207038079068e+03
9.269269269269269529e+00 1.829521172352331604e+01 6.433013685079398783e+03
9.279279279279279535e+00 1.832193997344015912e+01 6.434652767356012191e+03
9.289289289289289542e+00 1.834868138705407503e+01 6.436289459675701437e+03
9.299299299299299548e+00 1.837543595786139150e+01 6.437923767826601761e+03
9.309309309309309555e+00 1.840220367936862544e+01 6.439555697577286082e+03
9.319319319319319561e+00 1.842898454509245809e+01 6.441185254676850491e+03
9.329329329329329568e+00 1.845577854855971722e+01 6.442812444854997921e+03
9.339339339339339574e+00 1.848258568330730611e+01 6.444437273822120005e+03
9.349349349349349581e+00 1.850940594288223906e+01 6.446059747269385298e+03
9.359359359359359587e+00 1.853623932084155967e+01 6.447679870868815669e+03
9.369369369369369593e+00 1.856308581075233732e+01 6.449297650273373620e+03
9.379379379379379600e+00 1.858994540619166358e+01 6.450913091117043223e+03
9.389389389389389606e+00 1.861681810074656696e+01 6.452526199014911981e+03
9.399399399399399613e+00 1.864370388801403777e+01 6.454136979563249952e+03
9.409409409409409619e+00 1.867060276160097843e+01 6.455745438339594330e+03
9.419419419419419626e+00 1.869751471512419627e+01 6.457351580902824935e+03
9.429429429429429632e+00 1.872443974221033258e+01 6.458955412793247888e+03
9.439439439439439639e+00 1.875137783649590162e+01 6.460556939532675642e+03
9.449449449449449645e+00 1.877832899162719116e+01 6.462156166624501566e+03
9.459459459459459651e+00 1.880529320126031934e+01 6.463753099553784523e+03
9.469469469469469658e+00 1.883227045906112096e+01 6.465347743787321633e+03
9.479479479479479664e+00 1.885926075870519369e+01 6.466940104773731036e+03
9.489489489489489671e+00 1.888626409387782701e+01 6.468530187943525561e+03
9.499499499499499677e+00 1.891328045827400217e+01 6.470117998709189123e+03
9.509509509509509684e+00 1.894030984559834607e+01 6.471703542465261307e+03
9.519519519519519690e+00 1.896735224956512056e+01 6.473286824588402851e+03
9.529529529529529697e+00 1.899440766389820467e+01 6.474867850437477500e+03
9.539539539539539703e+00 1.902147608233103426e+01 6.476446625353628406e+03
9.549549549549549710e+00 1.904855749860661973e+01 6.478023154660350883e+03
9.559559559559559716e+00 1.907565190647749986e+01 6.479597443663566992e+03
9.569569569569569722e+00 1.910275929970569919e+01 6.481169497651699203e+03
9.579579579579579729e+00 1.912987967206274575e+01 6.482739321895747707e+03
9.589589589589589735e+00 1.915701301732961070e+01 6.484306921649359538e+03
9.599599599599599742e+00 1.918415932929667989e+01 6.485872302148907693e+03
9.609609609609609748e+00 1.921131860176379291e+01 6.487435468613556623e+03
9.619619619619619755e+00 1.923849082854010106e+01 6.488996426245342263e+03
9.629629629629629761e+00 1.926567600344417386e+01 6.490555180229234793e+03
9.639639639639639768e+00 1.929287412030387472e+01 6.492111735733221394e+03
9.649649649649649774e+00 1.932008517295639294e+01 6.493666097908369011e+03
9.659659659659659781e+00 1.934730915524819039e+01 6.495218271888898016e+03
9.669669669669669787e+00 1.937454606103499799e+01 6.496768262792254973e+03
9.679679679679679793e+00 1.940179588418176593e+01 6.498316075719178116e+03
9.689689689689689800e+00 1.942905861856269212e+01 6.499861715753773751e+03
9.699699699699699806e+00 1.945633425806110139e+01 6.501405187963578101e+03
9.709709709709709813e+00 1.948362279656953788e+01 6.502946497399633699e+03
9.719719719719719819e+00 1.951092422798966552e+01 6.504485649096553971e+03
9.729729729729729826e+00 1.953823854623225742e+01 6.506022648072591437e+03
9.739739739739739832e+00 1.956556574521718517e+01 6.507557499329708662e+03
9.749749749749749839e+00 1.959290581887341176e+01 6.509090207853645552e+03
9.759759759759759845e+00 1.962025876113889211e+01 6.510620778613982111e+03
9.769769769769769852e+00 1.964762456596065476e+01 6.512149216564212111e+03
9.779779779779779858e+00 1.967500322729471662e+01 6.513675526641805845e+03
9.789789789789789864e+00 1.970239473910605099e+01 6.515199713768278343e+03
9.799799799799799871e+00 1.972979909536860532e+01 6.516721782849253941e+03
9.809809809809809877e+00 1.975721629006526214e+01 6.518241738774531768e+03
9.819819819819819884e+00 1.978464631718779643e+01 6.519759586418155777e+03
9.829829829829829890e+00 1.981208917073686493e+01 6.521275330638471132e+03
9.839839839839839897e+00 1.983954484472200619e+01 6.522788976278198788e+03
9.849849849849849903e+00 1.986701333316159079e+01 6.524300528164492789e+03
9.859859859859859910e+00 1.989449463008278940e+01 6.525809991109005750e+03
9.869869869869869916e+00 1.992198872952160826e+01 6.527317369907956163e+03
9.879879879879879923e+00 1.994949562552279687e+01 6.528822669342188419e+03
9.889889889889889929e+00 1.997701531213984794e+01 6.530325894177238297e+03
9.899899899899899935e+00 2.000454778343500806e+01 6.531827049163391166e+03
9.909909909909909942e+00 2.003209303347921733e+01 6.533326139035751112e+03
9.919919919919919948e+00 2.005965105635209866e+01 6.534823168514297322e+03
9.929929929929929955e+00 2.008722184614194717e+01 6.536318142303951390e+03
9.939939939939939961e+00 2.011480539694569103e+01 6.537811065094631886e+03
9.949949949949949968e+00 2.014240170286887732e+01 6.539301941561323474e+03
9.959959959959959974e+00 2.017001075802565779e+01 6.540790776364134217e+03
9.969969969969969981e+00 2.019763255653875333e+01 6.542277574148351050e+03
9.979979979979979987e+00 2.022526709253943977e+01 6.543762339544512542e+03
9.989989989989989994e+00 2.025291436016753721e+01 6.545245077168457101e+03
1.000000000000000000e+01 2.028057435357135319e+01 6.546725791621388453e+03
